index,Name,Roll no.,OS,DAA,ML,Gender,Total,average,Grade,Status
1774,uwojnmfrei,21BAI1556,91,45,18,M,154,51.333333333333336,D,P
1775,iobgkizdkp,21CPS1224,7,1,80,M,88,29.333333333333332,F,F
1776,hkjenuizsn,21CSE1519,94,67,15,M,176,58.666666666666664,D,P
1777,wkkrepswrl,21BAI1150,96,45,58,M,199,66.33333333333333,C,P
1778,hrvoicyfji,21CPS1044,83,49,70,F,202,67.33333333333333,C,P
1779,znrkgqtypy,21CPS1406,19,98,92,F,209,69.66666666666667,C,P
1780,blxpjwdvae,21CSE1223,37,18,17,F,72,24.0,F,F
1781,vzdngcvcje,21CPS1400,88,73,46,F,207,69.0,C,P
1782,wfobkxggdz,21BRS1287,34,41,40,F,115,38.333333333333336,F,F
1783,ncurkgiqcv,21BRS1298,8,43,25,F,76,25.333333333333332,F,F
1784,guifteanke,21CPS1320,7,40,56,F,103,34.333333333333336,F,F
1785,xtrcyxigsr,21BRS1361,76,84,52,F,212,70.66666666666667,C,P
1786,fmgevxktzm,21BAI1550,58,69,60,M,187,62.333333333333336,C,P
1787,gbsatnfhuh,21BRS1453,83,11,69,M,163,54.333333333333336,D,P
1788,cxhxmobzng,21CPS1383,80,93,67,F,240,80.0,B,P
1789,rpfoqamhhe,21BRS1528,3,81,92,F,176,58.666666666666664,D,P
1790,mudghvoezt,21CPS1116,28,39,43,M,110,36.666666666666664,F,F
1791,waqinpddqy,21BRS1208,77,82,13,M,172,57.333333333333336,D,P
1792,ztevbkqrsz,21CSE1316,86,2,36,M,124,41.333333333333336,E,P
1793,yffucojpzi,21CSE1215,4,66,63,F,133,44.333333333333336,E,P
1794,hbczlmjwyo,21BRS1574,72,22,22,F,116,38.666666666666664,F,F
1795,xzsfyggygn,21BRS1036,42,5,25,F,72,24.0,F,F
1796,bhbnkexcvm,21CPS1557,56,52,94,F,202,67.33333333333333,C,P
1797,qrtyftekob,21CPS1089,31,12,99,F,142,47.333333333333336,E,P
1798,uylbhuxtun,21CPS1091,75,55,72,M,202,67.33333333333333,C,P
1799,faxssiziov,21BRS1479,16,42,20,M,78,26.0,F,F
1800,exonpvdzwi,21BAI1222,79,23,1,F,103,34.333333333333336,F,F
1801,yhyhchwzlw,21CSE1128,76,94,99,M,269,89.66666666666667,A,P
1802,jfkopygoht,21CPS1370,93,53,91,M,237,79.0,B,P
1803,klznozaaus,21BAI1177,59,59,52,F,170,56.666666666666664,D,P
1804,cuoomoajzc,21CPS1209,78,74,69,M,221,73.66666666666667,B,P
1805,jnygxsgdqc,21BRS1125,51,49,36,F,136,45.333333333333336,E,P
1806,kmenbvtdeq,21BAI1553,85,63,20,F,168,56.0,D,P
1807,xlpreawrav,21BRS1350,54,5,17,F,76,25.333333333333332,F,F
1808,zrcimelnpy,21CPS1040,7,5,101,M,113,37.666666666666664,F,F
1809,mzjidfbzbi,21CPS1192,47,78,22,F,147,49.0,E,P
1810,awithcosfh,21CPS1355,63,82,9,F,154,51.333333333333336,D,P
1811,yzuusrkubw,21CPS1570,54,30,70,F,154,51.333333333333336,D,P
1812,dbojuhpzpt,21BRS1514,86,62,34,F,182,60.666666666666664,D,P
1813,mmfsgprevr,21BRS1473,78,50,16,M,144,48.0,E,P
1814,uenndqglch,21BRS1426,21,42,81,F,144,48.0,E,P
1815,vmmhymvizu,21CSE1175,8,18,54,M,80,26.666666666666668,F,F
1816,zvldconwpn,21CSE1299,38,50,94,F,182,60.666666666666664,D,P
1817,pcgvdgyxqn,21BRS1192,4,91,56,M,151,50.333333333333336,E,P
1818,hoehqlmwbh,21CSE1220,26,24,53,F,103,34.333333333333336,F,F
1819,xuenspodwm,21CSE1148,95,65,28,F,188,62.666666666666664,C,P
1820,rkpnlgzkho,21CSE1096,47,80,91,F,218,72.66666666666667,B,P
1821,zwqahgzgup,21CSE1588,87,89,65,F,241,80.33333333333333,B,P
1822,wycljmeowa,21BAI1421,95,4,20,M,119,39.666666666666664,F,F
1823,ayakthwqwm,21CPS1435,69,56,89,M,214,71.33333333333333,B,P
1824,mjjounozex,21BAI1116,26,13,90,F,129,43.0,E,P
1825,ldwsovsanl,21BAI1039,60,56,42,M,158,52.666666666666664,D,P
1826,jrewniubxf,21BAI1206,100,0,20,F,120,40.0,F,F
1827,szykkugcck,21BRS1261,58,45,89,M,192,64.0,C,P
1828,bfrfzhwwez,21CSE1232,3,15,100,F,118,39.333333333333336,F,F
1829,gdosizohng,21CPS1182,33,58,65,F,156,52.0,D,P
1830,ghjyrirgas,21CSE1300,34,34,89,M,157,52.333333333333336,D,P
1831,tuowizwach,21CPS1149,39,43,49,M,131,43.666666666666664,E,P
1832,oudadzppez,21BRS1197,9,91,42,F,142,47.333333333333336,E,P
1833,ixbwdjbjhw,21BRS1010,23,57,28,F,108,36.0,F,F
1834,xfqqdfjyry,21BRS1422,95,62,88,M,245,81.66666666666667,A,P
1835,hicoceuxar,21BRS1042,63,33,16,M,112,37.333333333333336,F,F
1836,enzudnmqag,21CPS1297,67,43,90,M,200,66.66666666666667,C,P
1837,untgumwszo,21CPS1252,8,85,10,F,103,34.333333333333336,F,F
1838,kjinleppff,21BAI1347,86,33,93,M,212,70.66666666666667,C,P
1839,hskgzvroxu,21CSE1540,62,71,6,F,139,46.333333333333336,E,P
1840,piswcusizw,21BRS1120,18,55,83,F,156,52.0,D,P
1841,gmprpnglvy,21CSE1506,45,44,11,F,100,33.333333333333336,F,F
1842,ymrpddyyrv,21CPS1254,81,85,90,F,256,85.33333333333333,A,P
1843,fpytmkgizt,21CPS1354,1,23,31,F,55,18.333333333333332,F,F
1844,oanqjwnrtk,21BRS1459,32,55,36,F,123,41.0,E,P
1845,pnfkygfgao,21CSE1565,69,61,80,F,210,70.0,C,P
1846,pvnlfhyaue,21BRS1322,55,98,14,M,167,55.666666666666664,D,P
1847,qvuiyuxwdz,21BRS1123,82,6,40,F,128,42.666666666666664,E,P
1848,esqomukioh,21BAI1227,84,9,100,F,193,64.33333333333333,C,P
1849,uaauaievbt,21CPS1336,13,98,80,M,191,63.666666666666664,C,P
1850,mgzfmfquxs,21BRS1155,100,91,62,F,253,84.33333333333333,A,P
1851,hfoxmzggab,21BAI1139,6,2,13,M,21,7.0,F,F
1852,mpkurjakps,21CPS1598,69,98,72,M,239,79.66666666666667,B,P
1853,glntkvbofy,21BAI1501,21,17,92,M,130,43.333333333333336,E,P
1854,cpcyookrzg,21BRS1322,65,49,58,M,172,57.333333333333336,D,P
1855,oobpzyfpvk,21BAI1080,37,14,51,F,102,34.0,F,F
1856,xfnivugoon,21BAI1243,21,39,47,M,107,35.666666666666664,F,F
1857,arcirejfel,21BAI1043,51,45,75,F,171,57.0,D,P
1858,mtkaotwpfo,21CSE1572,41,43,92,M,176,58.666666666666664,D,P
1859,yqyxxaspwm,21BRS1324,81,83,64,F,228,76.0,B,P
1860,arybeyzruo,21CSE1006,31,20,71,F,122,40.666666666666664,F,P
1861,thvshgvpvd,21BAI1489,0,55,43,M,98,32.666666666666664,F,F
1862,zocwihabuj,21BRS1581,48,95,11,M,154,51.333333333333336,D,P
1863,vojbmjunjd,21CSE1303,7,37,67,M,111,37.0,F,F
1864,pfxgmhtolk,21CSE1466,0,38,29,F,67,22.333333333333332,F,F
1865,arhnrjrttq,21BRS1108,87,25,26,M,138,46.0,E,P
1866,gacvtgqzba,21BRS1442,23,94,66,F,183,61.0,C,P
1867,cpbtuzfkgl,21CSE1502,99,61,92,F,252,84.0,A,P
1868,vfsqqxbzil,21CSE1378,96,54,68,M,218,72.66666666666667,B,P
1869,xtdrigwmwt,21BRS1437,19,64,88,F,171,57.0,D,P
1870,bbredhiuad,21BRS1464,51,31,19,M,101,33.666666666666664,F,F
1871,vsnffooqyx,21CPS1568,90,81,53,M,224,74.66666666666667,B,P
1872,qypxcfbfku,21BRS1017,30,22,36,F,88,29.333333333333332,F,F
1873,ekkwbavqgm,21BRS1066,71,16,65,M,152,50.666666666666664,E,P
1874,tmctfxeemx,21BRS1467,19,38,39,M,96,32.0,F,F
1875,icpjuaimcn,21CSE1100,40,32,67,F,139,46.333333333333336,E,P
1876,tnulcutboa,21BAI1156,1,94,31,F,126,42.0,E,P
1877,xhsjzpidep,21CPS1456,96,6,9,F,111,37.0,F,F
1878,rjcadkpifj,21CPS1457,76,73,67,F,216,72.0,B,P
1879,zisjdjhcgz,21BRS1181,98,33,22,M,153,51.0,D,P
1880,tgxinpbvsg,21CPS1342,31,5,11,M,47,15.666666666666666,F,F
1881,cxrungpejj,21BRS1037,51,18,93,F,162,54.0,D,P
1882,wfanlgpkdm,21BAI1529,6,13,76,F,95,31.666666666666668,F,F
1883,akcvdronqr,21CSE1584,33,35,37,M,105,35.0,F,F
1884,esivkokmdv,21CPS1182,44,63,50,M,157,52.333333333333336,D,P
1885,fvahpochuu,21BRS1064,79,75,25,F,179,59.666666666666664,D,P
1886,cbavdetbgk,21CPS1161,72,7,96,M,175,58.333333333333336,D,P
1887,hfjfvcfsfd,21CSE1542,76,4,10,M,90,30.0,F,F
1888,hbxgwfebge,21BAI1449,66,76,21,F,163,54.333333333333336,D,P
1889,cntmdjnlgt,21CPS1064,39,41,14,F,94,31.333333333333332,F,F
1890,cstjwhycns,21BAI1037,58,80,10,M,148,49.333333333333336,E,P
1891,jbprzmrwzm,21BRS1156,23,82,73,F,178,59.333333333333336,D,P
1892,clitkyljyf,21BAI1419,4,91,36,M,131,43.666666666666664,E,P
1893,qlsgndzgbj,21BAI1553,96,0,83,F,179,59.666666666666664,D,P
1894,yecxwegxwu,21BAI1376,38,63,32,F,133,44.333333333333336,E,P
1895,pcsukcfyjy,21BAI1181,22,70,13,M,105,35.0,F,F
1896,cwdtxdfktj,21CSE1245,97,58,26,M,181,60.333333333333336,D,P
1897,lrrfupiulm,21BAI1039,24,69,56,F,149,49.666666666666664,E,P
1898,iramswgran,21CPS1098,96,45,41,M,182,60.666666666666664,D,P
1899,equnkpdgck,21BAI1254,67,77,77,M,221,73.66666666666667,B,P
1900,eotzrdpxry,21BAI1580,22,18,64,F,104,34.666666666666664,F,F
1901,jmdqpfdjtv,21CPS1358,35,74,61,F,170,56.666666666666664,D,P
1902,faihjsqaes,21CPS1021,100,21,35,F,156,52.0,D,P
1903,upucjjeqwd,21CPS1465,72,83,91,F,246,82.0,A,P
1904,omokswcuog,21BAI1238,67,99,73,F,239,79.66666666666667,B,P
1905,ymsjfcyzsg,21CSE1458,67,71,50,M,188,62.666666666666664,C,P
1906,wqdkqigkbf,21BRS1013,94,80,72,F,246,82.0,A,P
1907,umpqlctooa,21BAI1293,37,100,68,M,205,68.33333333333333,C,P
1908,bjzwpgbhjf,21CSE1405,79,88,85,M,252,84.0,A,P
1909,nldhzmlmkk,21BAI1341,3,17,25,M,45,15.0,F,F
1910,wseraythlm,21BAI1051,58,36,82,F,176,58.666666666666664,D,P
1911,hlguufijec,21BRS1110,80,24,1,M,105,35.0,F,F
1912,wcbawomgdq,21BRS1507,47,63,52,F,162,54.0,D,P
1913,mjllwsaxkn,21CPS1381,37,71,18,M,126,42.0,E,P
1914,beeacwyumu,21BAI1296,82,2,20,F,104,34.666666666666664,F,F
1915,hwdlwxgkic,21CSE1583,46,57,81,F,184,61.333333333333336,C,P
1916,yhbgheqahg,21BAI1399,67,28,24,F,119,39.666666666666664,F,F
1917,nmwnxjevnw,21CSE1141,39,45,47,F,131,43.666666666666664,E,P
1918,mifgspkomx,21BAI1387,17,98,21,M,136,45.333333333333336,E,P
1919,uspdbifqqe,21CSE1212,66,23,27,M,116,38.666666666666664,F,F
1920,ffuoiskota,21BAI1107,74,97,89,F,260,86.66666666666667,A,P
1921,nqjiixebxa,21CSE1561,79,26,14,F,119,39.666666666666664,F,F
1922,hbudezbqpu,21CPS1441,11,82,74,M,167,55.666666666666664,D,P
1923,keuazkhxpy,21BRS1184,99,2,40,M,141,47.0,E,P
1924,pabufaegsf,21CPS1500,84,47,51,F,182,60.666666666666664,D,P
1925,ycekxdqhaq,21BRS1479,41,19,92,M,152,50.666666666666664,E,P
1926,hfpnepcnwg,21CSE1519,5,34,68,M,107,35.666666666666664,F,F
1927,onnmqzhrzq,21BAI1099,34,13,95,F,142,47.333333333333336,E,P
1928,imnrayeoqw,21BAI1549,87,37,9,M,133,44.333333333333336,E,P
1929,gjfrkewhmg,21CSE1051,37,7,76,F,120,40.0,F,F
1930,gaytksssho,21BRS1331,46,25,21,F,92,30.666666666666668,F,F
1931,thcnuocgkc,21BRS1284,80,93,97,F,270,90.0,A,P
1932,lcnqccpgpk,21CPS1125,80,76,61,F,217,72.33333333333333,B,P
1933,uoqathfgca,21CPS1160,91,2,68,M,161,53.666666666666664,D,P
1934,mayoapydyf,21BAI1545,82,62,32,M,176,58.666666666666664,D,P
1935,ivslwjezxz,21BAI1489,54,38,11,M,103,34.333333333333336,F,F
1936,txdxurrnbk,21BRS1204,94,29,67,F,190,63.333333333333336,C,P
1937,afbtdhlykh,21CSE1196,19,19,27,M,65,21.666666666666668,F,F
1938,qnkfvocgkw,21CSE1036,12,74,92,F,178,59.333333333333336,D,P
1939,fguwsavgay,21BAI1599,31,4,12,M,47,15.666666666666666,F,F
1940,mclycnedwm,21CSE1342,86,87,69,F,242,80.66666666666667,B,P
1941,krfbqhtxej,21BAI1452,4,55,92,M,151,50.333333333333336,E,P
1942,qyugztsgoi,21CSE1583,53,11,88,M,152,50.666666666666664,E,P
1943,bycoruhbhg,21BAI1305,85,30,50,M,165,55.0,D,P
1944,naipxtqqzn,21BRS1309,9,95,53,M,157,52.333333333333336,D,P
1945,bljzaaafxl,21CSE1028,48,75,52,M,175,58.333333333333336,D,P
1946,bymtqotgwq,21CPS1008,23,30,99,F,152,50.666666666666664,E,P
1947,uammvqsyns,21CPS1174,40,67,21,M,128,42.666666666666664,E,P
1948,efyzerzgts,21BRS1309,18,85,26,F,129,43.0,E,P
1949,tsixumfntt,21CPS1163,40,77,50,M,167,55.666666666666664,D,P
1950,nalsqootmg,21CPS1247,3,52,47,M,102,34.0,F,F
1951,nuqcefynhp,21BRS1524,26,35,35,F,96,32.0,F,F
1952,lgsazqojcx,21CSE1517,12,21,33,F,66,22.0,F,F
1953,rulkmliiqd,21CPS1536,89,16,101,F,206,68.66666666666667,C,P
1954,ojdkklihdy,21BRS1220,64,25,92,F,181,60.333333333333336,D,P
1955,kvwpeuyppd,21BAI1012,47,16,82,M,145,48.333333333333336,E,P
1956,vxawhzktaj,21CPS1118,76,42,26,F,144,48.0,E,P
1957,seppkpdsrd,21BRS1192,4,86,87,M,177,59.0,D,P
1958,lpnripamsb,21CSE1538,24,17,45,F,86,28.666666666666668,F,F
1959,zxcvrttyym,21BAI1082,64,23,20,M,107,35.666666666666664,F,F
1960,jtixzoqjti,21BAI1595,47,1,35,M,83,27.666666666666668,F,F
1961,ykrfckzfwt,21CPS1308,16,44,85,F,145,48.333333333333336,E,P
1962,eckjsameld,21CSE1488,61,0,60,F,121,40.333333333333336,F,P
1963,dtuyjcrigc,21BAI1418,92,77,69,M,238,79.33333333333333,B,P
1964,negicefdqk,21BAI1429,50,71,96,M,217,72.33333333333333,B,P
1965,qtvuxqefob,21CPS1071,22,10,37,M,69,23.0,F,F
1966,ffijnosxiy,21CSE1398,34,60,63,F,157,52.333333333333336,D,P
1967,ehetxphzop,21CSE1200,37,71,2,M,110,36.666666666666664,F,F
1968,oyttngwrct,21CSE1282,56,61,8,F,125,41.666666666666664,E,P
1969,lsxbxjtgvh,21CPS1004,37,22,40,M,99,33.0,F,F
1970,qqaznzzxpr,21CPS1246,40,101,86,F,227,75.66666666666667,B,P
1971,fuyaopegql,21BAI1079,37,54,48,F,139,46.333333333333336,E,P
1972,ysturxymss,21BRS1133,79,79,52,F,210,70.0,C,P
1973,wvbrkpcmye,21CPS1350,3,94,39,M,136,45.333333333333336,E,P
1974,fybkazxjpu,21BRS1079,76,100,37,M,213,71.0,B,P
1975,sqiqpuuupi,21CSE1199,82,68,65,F,215,71.66666666666667,B,P
1976,aebyxlwuly,21BAI1322,75,27,63,M,165,55.0,D,P
1977,aakomqpdab,21BRS1335,9,15,19,M,43,14.333333333333334,F,F
1978,tfbxrpqqsm,21BAI1359,39,41,35,F,115,38.333333333333336,F,F
1979,olivltgjfo,21CPS1137,1,11,6,F,18,6.0,F,F
1980,aqjzghjfmb,21BAI1312,76,92,14,M,182,60.666666666666664,D,P
1981,ducgocugem,21BAI1353,48,67,40,M,155,51.666666666666664,D,P
1982,lvpamlxxnc,21BRS1390,80,15,83,F,178,59.333333333333336,D,P
1983,wjuiwzdekr,21BAI1495,2,92,26,M,120,40.0,F,F
1984,trlhvbxnum,21BAI1173,86,18,46,M,150,50.0,E,P
1985,amqylehozk,21BRS1476,95,11,82,F,188,62.666666666666664,C,P
1986,icvlhwinwb,21BRS1556,76,31,28,M,135,45.0,E,P
1987,xoyctlcgoz,21CSE1482,2,2,74,F,78,26.0,F,F
1988,ivpjcjwegp,21BRS1312,9,2,43,M,54,18.0,F,F
1989,ufoghbhmam,21BRS1014,75,63,1,F,139,46.333333333333336,E,P
1990,rjhfghkokw,21BAI1465,17,99,83,M,199,66.33333333333333,C,P
1991,goryqmqmus,21CPS1249,59,25,62,F,146,48.666666666666664,E,P
1992,ztrkjmfcuu,21BRS1550,67,75,76,F,218,72.66666666666667,B,P
1993,kfvibtwwzi,21BAI1425,44,74,36,M,154,51.333333333333336,D,P
1994,xskuxrecfu,21BRS1118,79,34,91,M,204,68.0,C,P
1995,lgabhmnefo,21CSE1102,68,25,89,F,182,60.666666666666664,D,P
1996,eyoukxhjnd,21BAI1576,68,21,24,M,113,37.666666666666664,F,F
1997,gdtimtizmm,21BAI1488,95,89,69,M,253,84.33333333333333,A,P
1998,mfxufqsvou,21BRS1494,7,43,27,F,77,25.666666666666668,F,F
1999,qwyxmblvpe,21CSE1012,11,45,95,F,151,50.333333333333336,E,P
2000,twdtbamsta,21CPS1119,76,89,98,M,263,87.66666666666667,A,P
2001,qgufjwpghh,21CSE1099,100,45,92,M,237,79.0,B,P
2002,rxywluthpf,21CPS1189,16,57,57,F,130,43.333333333333336,E,P
2003,oskwkzfxwp,21CPS1193,77,98,14,F,189,63.0,C,P
2004,ovkxhsoojt,21CSE1262,84,66,75,M,225,75.0,B,P
2005,nmmigmwdhk,21BRS1398,45,0,26,F,71,23.666666666666668,F,F
2006,mcfdfhhqku,21BAI1143,77,83,29,F,189,63.0,C,P
2007,kfylxtfpqr,21CSE1209,82,60,19,F,161,53.666666666666664,D,P
2008,ckyskmbyau,21CSE1428,18,15,88,F,121,40.333333333333336,F,P
2009,vxwcyuiqtd,21BAI1427,32,83,16,M,131,43.666666666666664,E,P
2010,srxjcieaee,21BAI1174,41,55,63,M,159,53.0,D,P
2011,capjaqrjnf,21CPS1301,68,52,59,M,179,59.666666666666664,D,P
2012,duivnrhvql,21BRS1537,98,83,14,M,195,65.0,C,P
2013,gsytvdlzxq,21CPS1088,90,27,0,M,117,39.0,F,F
2014,qjfsowijcz,21CPS1236,99,3,8,F,110,36.666666666666664,F,F
2015,hfyxfadyyn,21CPS1600,98,25,76,F,199,66.33333333333333,C,P
2016,homvkpnglo,21CSE1396,80,55,71,F,206,68.66666666666667,C,P
2017,mrzlbrszav,21CSE1382,26,34,27,F,87,29.0,F,F
2018,nybkgbaecf,21CPS1006,59,101,43,F,203,67.66666666666667,C,P
2019,juycjxretn,21BAI1458,53,17,77,M,147,49.0,E,P
2020,wtvakyipia,21BAI1195,32,39,4,M,75,25.0,F,F
2021,rfhmkafvmc,21BRS1157,60,13,30,F,103,34.333333333333336,F,F
2022,azmlihurbr,21BRS1512,59,76,83,M,218,72.66666666666667,B,P
2023,tgehsllwkv,21BAI1001,89,82,50,M,221,73.66666666666667,B,P
2024,cznjgkxwkg,21BRS1058,98,61,67,M,226,75.33333333333333,B,P
2025,ngzfrqbpiw,21BRS1526,59,21,94,M,174,58.0,D,P
2026,jbcaxkstha,21CPS1426,100,46,5,M,151,50.333333333333336,E,P
2027,minjikkedx,21BAI1064,83,17,53,M,153,51.0,D,P
2028,hsnrskphdl,21CPS1301,31,77,11,M,119,39.666666666666664,F,F
2029,kfwllegrtn,21CSE1295,60,55,66,M,181,60.333333333333336,D,P
2030,utvnkcgofk,21BAI1574,34,17,26,F,77,25.666666666666668,F,F
2031,kxkqnrinsi,21CPS1253,101,82,79,F,262,87.33333333333333,A,P
2032,ikkcagvnsx,21CSE1399,67,73,29,F,169,56.333333333333336,D,P
2033,ozaiufbifz,21CPS1454,45,59,18,M,122,40.666666666666664,F,P
2034,ficcawyslo,21BAI1339,61,98,18,M,177,59.0,D,P
2035,qgkyolsqjo,21CPS1076,100,92,81,M,273,91.0,S,P
2036,xrbkvafddh,21BAI1114,59,62,6,M,127,42.333333333333336,E,P
2037,jnyedkeatb,21CSE1199,52,55,9,F,116,38.666666666666664,F,F
2038,bocyhwwlmb,21BAI1349,44,61,17,M,122,40.666666666666664,F,P
2039,lszjmefhic,21CSE1226,55,78,17,M,150,50.0,E,P
2040,ridxqlisxu,21CPS1525,87,22,10,F,119,39.666666666666664,F,F
2041,ycehljbrjv,21BAI1248,23,7,47,F,77,25.666666666666668,F,F
2042,wiyqhrejry,21CSE1497,97,14,69,F,180,60.0,D,P
2043,ofiptyuvoy,21CPS1306,65,50,98,F,213,71.0,B,P
2044,ahzwrakbhq,21BRS1561,63,94,95,F,252,84.0,A,P
2045,bmzyyihasu,21CPS1441,70,100,80,M,250,83.33333333333333,A,P
2046,asgrcawnqo,21BRS1404,2,90,99,M,191,63.666666666666664,C,P
2047,cckuwcjrro,21BRS1420,67,11,20,F,98,32.666666666666664,F,F
2048,ipgbsletei,21BRS1311,34,18,76,F,128,42.666666666666664,E,P
2049,gqwmnliohu,21CSE1597,89,11,62,F,162,54.0,D,P
2050,vpgjcknmzd,21BRS1397,25,15,5,F,45,15.0,F,F
2051,xvjopvokaw,21CSE1396,64,75,60,F,199,66.33333333333333,C,P
2052,catpkevzas,21BAI1560,56,21,50,F,127,42.333333333333336,E,P
2053,winxsocufe,21CSE1304,37,49,1,M,87,29.0,F,F
2054,lfobbuouzt,21BAI1044,62,69,33,F,164,54.666666666666664,D,P
2055,qvgwxwbzvt,21CPS1598,10,65,79,M,154,51.333333333333336,D,P
2056,qkvhugrxjv,21CSE1038,60,30,10,M,100,33.333333333333336,F,F
2057,dqtsuyknov,21CSE1338,38,0,18,F,56,18.666666666666668,F,F
2058,widtchiyvn,21CPS1175,2,12,61,F,75,25.0,F,F
2059,glsbzbcrln,21CSE1018,24,36,73,F,133,44.333333333333336,E,P
2060,udgkmqqkel,21CPS1342,59,76,84,M,219,73.0,B,P
2061,sbymsazdvg,21CPS1381,14,67,57,F,138,46.0,E,P
2062,atgtqwgykv,21BAI1436,74,32,53,F,159,53.0,D,P
2063,vixngknmlu,21BAI1185,77,92,98,F,267,89.0,A,P
2064,mflwmfqigo,21BAI1152,70,72,18,F,160,53.333333333333336,D,P
2065,myuveadkvn,21CSE1091,10,69,91,F,170,56.666666666666664,D,P
2066,ctwxtsoapu,21CPS1510,80,31,66,M,177,59.0,D,P
2067,ifpxczrimm,21BRS1490,8,22,3,M,33,11.0,F,F
2068,zjikkwvsyk,21BRS1162,6,13,44,F,63,21.0,F,F
2069,zkelgrmmga,21CSE1547,100,30,43,M,173,57.666666666666664,D,P
2070,hbsnkqxvjm,21BRS1348,33,18,77,F,128,42.666666666666664,E,P
2071,eqefhbulss,21BRS1386,7,25,85,F,117,39.0,F,F
2072,pnalafyfac,21CSE1027,84,1,30,F,115,38.333333333333336,F,F
2073,rycacttygk,21CPS1318,38,78,13,F,129,43.0,E,P
2074,qlwqrxyjxq,21BRS1454,99,68,93,M,260,86.66666666666667,A,P
2075,txgzymagaj,21BRS1198,60,71,85,M,216,72.0,B,P
2076,nreilixhnm,21CSE1586,53,60,61,F,174,58.0,D,P
2077,vhmjotkevo,21BRS1271,66,98,69,F,233,77.66666666666667,B,P
2078,deevjgwqzk,21BRS1285,72,79,68,F,219,73.0,B,P
2079,wfdepyekce,21CPS1259,39,55,55,F,149,49.666666666666664,E,P
2080,agejbopunh,21BAI1267,54,6,69,F,129,43.0,E,P
2081,njjcwcqaqr,21BAI1109,43,14,41,F,98,32.666666666666664,F,F
2082,ythyhevyvk,21BAI1194,35,37,70,F,142,47.333333333333336,E,P
2083,zhoxyginlw,21BAI1023,29,73,25,M,127,42.333333333333336,E,P
2084,nnpnfysrwb,21CSE1335,82,92,33,M,207,69.0,C,P
2085,elmnldtbfb,21CPS1398,26,77,61,M,164,54.666666666666664,D,P
2086,swabztwamv,21CSE1272,30,19,84,F,133,44.333333333333336,E,P
2087,yclbhvswsl,21BAI1480,34,7,36,F,77,25.666666666666668,F,F
2088,bitmgzqryv,21CSE1403,93,51,17,M,161,53.666666666666664,D,P
2089,hujxwtplqh,21BAI1478,62,41,72,F,175,58.333333333333336,D,P
2090,rognzmcisp,21CPS1549,87,60,86,M,233,77.66666666666667,B,P
2091,rifakdyicc,21CSE1250,63,98,6,F,167,55.666666666666664,D,P
2092,cenmyysfgq,21CPS1386,87,50,56,F,193,64.33333333333333,C,P
2093,easxflohav,21CPS1251,32,59,100,M,191,63.666666666666664,C,P
2094,tlpptdtceh,21BAI1026,93,8,87,M,188,62.666666666666664,C,P
2095,uepodlrtye,21BRS1402,48,44,43,F,135,45.0,E,P
2096,jyqaondedt,21BAI1159,29,60,83,F,172,57.333333333333336,D,P
2097,gtbadudkgi,21BRS1538,49,51,13,M,113,37.666666666666664,F,F
2098,jzeajtwfhc,21BAI1103,78,72,15,F,165,55.0,D,P
2099,pgbcgpzord,21CSE1113,85,89,61,M,235,78.33333333333333,B,P
2100,bvlmwunxhv,21BAI1421,61,39,83,F,183,61.0,C,P
2101,pwefphegoe,21BRS1431,63,94,31,M,188,62.666666666666664,C,P
2102,rpydegibrw,21CSE1478,99,99,79,M,277,92.33333333333333,S,P
2103,tsgqgcsvol,21CSE1080,80,54,48,M,182,60.666666666666664,D,P
2104,ytdqjgmkeo,21BAI1578,23,0,36,M,59,19.666666666666668,F,F
2105,xipolejxuy,21CSE1515,44,69,82,M,195,65.0,C,P
2106,pqxnfhgugh,21CSE1163,9,40,33,F,82,27.333333333333332,F,F
2107,pnpibblbam,21BRS1572,26,76,69,M,171,57.0,D,P
2108,ewbympatbf,21BAI1598,75,16,80,F,171,57.0,D,P
2109,tpmohoznaj,21CSE1499,66,24,23,M,113,37.666666666666664,F,F
2110,yxnheqnpnw,21CPS1254,2,60,79,F,141,47.0,E,P
2111,xpyrxyjvjb,21CPS1274,11,66,100,F,177,59.0,D,P
2112,rmzgqrwwbw,21BAI1246,45,86,20,M,151,50.333333333333336,E,P
2113,budbbfdzki,21BRS1563,15,27,100,M,142,47.333333333333336,E,P
2114,ngshfeihhh,21BRS1010,37,90,83,M,210,70.0,C,P
2115,hpvumqhcyy,21CPS1152,9,90,12,F,111,37.0,F,F
2116,vkltjkkefd,21CSE1543,54,99,31,F,184,61.333333333333336,C,P
2117,trrgvuitua,21CSE1068,2,57,89,F,148,49.333333333333336,E,P
2118,fzolfhmwoz,21BAI1326,63,1,41,F,105,35.0,F,F
2119,fyhdxbgdfi,21BAI1031,16,31,27,F,74,24.666666666666668,F,F
2120,ywdiwpfemp,21CSE1202,54,64,25,F,143,47.666666666666664,E,P
2121,oumpctpcbs,21BAI1317,81,58,90,M,229,76.33333333333333,B,P
2122,lnycqqhzax,21CPS1337,4,11,27,F,42,14.0,F,F
2123,klubarhjoe,21BAI1583,23,37,34,F,94,31.333333333333332,F,F
2124,lxmppnawdv,21BAI1253,33,27,35,F,95,31.666666666666668,F,F
2125,hbeybdnkgv,21CPS1391,90,93,21,F,204,68.0,C,P
